,Brand,Owner,kilometers,Fuel,Transmission,Model,Price
5719,2016 Toyota Innova Crysta,1st Owner,"2,14,457 km",Diesel,Automatic,1.5 TDCI TITANIUM PLUS Manual,"₹5,64,899"
5720,2015 Volkswagen Polo,4th Owner,"50,328 km",Petrol,Automatic,SPORTZ 1.2 Manual,"₹4,71,999"
5721,2016 Volkswagen Ameo,1st Owner,"30,483 km",Petrol,Manual,VDI Manual,"₹17,38,999"
5722,2019 Maruti Swift,1st Owner,"4,888 km",Petrol,Automatic,ZDI AMT Automatic,"₹3,23,999"
5723,2016 Ford Figo Aspire,1st Owner,"26,527 km",Petrol,Automatic,ZDI Manual,"₹5,52,799"
5724,2015 Skoda Octavia,2nd Owner,"89,454 km",Diesel,Automatic,1.4 SX Manual,"₹4,37,499"
5725,2018 Toyota YARIS,1st Owner,"10,012 km",Petrol,Automatic,ZDI SHVS Manual,"₹4,62,299"
5726,2015 Hyundai i20 Active,1st Owner,"59,093 km",Petrol,Manual,LDI OPT Manual,"₹5,36,499"
5727,2014 Ford Ecosport,1st Owner,"57,108 km",Diesel,Manual,VXI AMT Automatic,"₹6,93,699"
5728,2015 Hyundai Creta,1st Owner,"72,365 km",Diesel,Manual,1.2 V MT I-VTEC Manual,"₹5,05,999"
5729,2015 Hyundai Creta,1st Owner,"81,424 km",Diesel,Manual,GT TSI 1.2 PETROL AT Automatic,"₹4,92,999"
5730,2016 Hyundai Creta,1st Owner,"1,11,500 km",Diesel,Manual,1.5 TDCI TITANIUM PLUS Manual,"₹5,65,399"
5731,2018 Toyota YARIS,1st Owner,"20,272 km",Petrol,Automatic,LXI Manual,"₹3,74,199"
5732,2018 Tata NEXON,1st Owner,"30,601 km",Diesel,Manual,VDI Manual,"₹3,66,799"
5733,2015 Ford Ecosport,2nd Owner,"51,187 km",Petrol,Manual,1.5 TITANIUM PLUS TI VCT AT Automatic,"₹4,93,299"
5734,2016 Maruti Ertiga,1st Owner,"69,654 km",Diesel,Manual,ZXI Manual,"₹4,83,699"
5735,2017 Ford New Figo,1st Owner,58 km,Petrol,Manual,VXI 1.2 BS IV Manual,"₹5,26,499"
5736,2016 Hyundai Creta,1st Owner,"54,201 km",Petrol,Automatic,LXI Manual,"₹6,13,299"
5737,2016 Maruti Vitara Brezza,2nd Owner,"96,919 km",Diesel,Manual,ZDI Manual,"₹4,60,999"
5738,2014 Ford Ecosport,1st Owner,"53,046 km",Diesel,Manual,VXI Manual,"₹4,22,099"
5739,2014 Ford Ecosport,1st Owner,"1,18,719 km",Diesel,Manual,LXI Manual,"₹3,20,999"
5740,2020 Tata ALTROZ,1st Owner,"10,365 km",Petrol,Manual,HIGHLINE 1.2 Manual,"₹4,18,599"
5741,2017 Maruti S Cross,1st Owner,"60,754 km",Diesel,Manual,5 STR WITH AC PLUSHTR Manual,"₹4,35,099"
5742,2019 Maruti New Wagon-R,1st Owner,"3,555 km",Petrol,Manual,VXI Manual,"₹3,45,699"
5743,2017 Maruti Ertiga,2nd Owner,"40,062 km",Diesel,Manual,RXL1.0 EASY-R AT Manual,"₹4,42,499"
5744,2019 Maruti New Wagon-R,1st Owner,"22,448 km",Petrol,Manual,RXT Opt Manual,"₹5,29,599"
5745,2014 Hyundai Elite i20,2nd Owner,"36,694 km",Petrol,Manual,VDI OPT Manual,"₹4,85,699"
5746,2017 Volkswagen Vento,1st Owner,"20,491 km",Petrol,Automatic,HTK PLUS AT 1.5 DIESEL Automatic,"₹7,69,199"
5747,2019 Maruti XL6,1st Owner,"13,829 km",Petrol,Manual,VXI Manual,"₹5,47,599"
5748,2017 Tata Hexa,2nd Owner,"45,407 km",Diesel,Automatic,VDI Manual,"₹3,57,799"
5749,2016 Maruti Baleno,1st Owner,"92,929 km",Diesel,Manual,1.2 i-VTEC VX MT Manual,"₹6,09,999"
5750,2016 Toyota Fortuner,1st Owner,"1,71,099 km",Diesel,Automatic,VDI SHVS Manual,"₹5,74,599"
5751,2016 Maruti Baleno,1st Owner,"26,581 km",Petrol,Automatic,SHARP DCT PETROL Automatic,"₹6,53,099"
5752,2015 Hyundai Elite i20,1st Owner,"37,423 km",Diesel,Manual,ZDI SHVS Manual,"₹8,03,499"
5753,2017 Maruti Ertiga,1st Owner,"31,680 km",Diesel,Manual,ASTA AT 1.2 KAPPA VTVT Automatic,"₹4,16,699"
5754,2017 Hyundai Verna,1st Owner,"45,244 km",Diesel,Manual,W7 FWD Manual,"₹11,95,399"
5755,2019 Renault TRIBER,1st Owner,"15,524 km",Petrol,Manual,1.4 E PLUS CRDI Manual,"₹13,13,899"
5756,2019 Hyundai VENUE,2nd Owner,"26,576 km",Petrol,Automatic,VXI Manual,"₹5,00,899"
5757,2017 Toyota Camry,1st Owner,"69,593 km",Petrol,Manual,VXI CNG Manual,"₹11,18,399"
5758,2017 Hyundai Creta,1st Owner,"72,717 km",Diesel,Automatic,5 STR CNG WITH AC PLUSHTR Manual,"₹10,54,799"
5759,2014 Maruti Celerio,1st Owner,"1,11,516 km",Petrol,Manual,ASTA 1.2 (O) VTVT Manual,"₹6,25,699"
5760,2016 Maruti Ertiga,1st Owner,"55,926 km",Diesel,Manual,FLUIDIC 1.6 EX VTVT Manual,"₹3,51,899"
5761,2019 Hyundai VENUE,1st Owner,"3,139 km",Petrol,Automatic,SDRIVE 20D Automatic,"₹10,33,099"
5762,2016 Honda Jazz,1st Owner,"37,307 km",Petrol,Manual,VXI AMT Automatic,"₹5,20,699"
5763,2015 Maruti Celerio,1st Owner,"34,813 km",Petrol,Manual,MAGNA 1.4 CRDI Manual,"₹6,54,099"
5764,2017 Maruti IGNIS,1st Owner,"24,753 km",Petrol,Manual,VXI Manual,"₹11,11,899"
5765,2017 Ford Ecosport,1st Owner,"43,669 km",Petrol,Automatic,VXI CNG Manual,"₹7,65,499"
5766,2014 BMW 3 Series,1st Owner,"76,122 km",Diesel,Automatic,2.0 LIMITED Manual,"₹10,97,199"
5767,2014 Hyundai Grand i10,1st Owner,"75,527 km",Petrol,Manual,LXI CNG Manual,"₹16,48,299"
5768,2017 Jeep Compass,2nd Owner,"25,491 km",Diesel,Manual,1.4 LIMITED PLUS AT Automatic,"₹6,63,399"
5769,2013 Hyundai Grand i10,2nd Owner,"48,699 km",Petrol,Manual,SPORTZ 1.2 AT KAPPA2 Automatic,"₹21,46,099"
5770,2017 Volkswagen Polo,1st Owner,"12,773 km",Petrol,Automatic,ZDI Manual,"₹5,14,499"
5771,2018 Hyundai Verna,1st Owner,"12,584 km",Petrol,Automatic,SDRIVE 20D Automatic,"₹13,48,699"
5772,2013 Maruti Wagon R Stingray,2nd Owner,"22,357 km",Petrol,Manual,MAGNA O 1.2 Manual,"₹4,60,199"
5773,2018 Maruti IGNIS,2nd Owner,"12,811 km",Petrol,Manual,S MT 1.2 KAPPA Manual,"₹4,44,399"
5774,2014 Volkswagen Polo,1st Owner,"67,087 km",Petrol,Manual,VXI Manual,"₹3,19,099"
5775,2017 Volkswagen Polo,1st Owner,"23,180 km",Petrol,Manual,DELTA 1.2 K12 Manual,"₹4,69,899"
5776,2014 Honda City,2nd Owner,"37,909 km",Diesel,Manual,ASTA 1.2 Manual,"₹8,27,899"
5777,2018 Nissan Micra,1st Owner,"21,213 km",Petrol,Automatic,ZDI PLUS DUAL TONE Manual,"₹4,23,699"
5778,2019 Maruti Baleno,1st Owner,"16,002 km",Petrol,Manual,Magna Executive 1.2 Manual,"₹3,88,699"
5779,2018 Nissan Micra,1st Owner,"14,360 km",Petrol,Automatic,ZDI Plus Manual,"₹4,71,599"
5780,2018 Maruti IGNIS,1st Owner,"9,217 km",Petrol,Automatic,SPORTZ 1.2 Manual,"₹5,67,899"
5781,2017 Ford Ecosport,1st Owner,"24,680 km",Petrol,Automatic,S2 Manual,"₹5,35,899"
5782,2018 Tata Tiago,2nd Owner,"5,297 km",Petrol,Automatic,1.6 CRDI SX PLUS AUTO Automatic,"₹5,31,999"
5783,2018 Tata Tiago,2nd Owner,"13,066 km",Petrol,Manual,1.5 VXMT I DTEC Manual,"₹6,56,899"
5784,2012 Maruti Swift,1st Owner,"95,736 km",Diesel,Manual,XM 2.0L Kryotec Manual,"₹6,78,699"
5785,2019 Hyundai Elite i20,1st Owner,"10,129 km",Petrol,Manual,T (O) Manual,"₹4,88,299"
5786,2018 Maruti Baleno,1st Owner,"25,115 km",Petrol,Manual,1.5 E MT PETROL Manual,"₹3,32,299"
5787,2019 Tata NEXON,1st Owner,"50,154 km",Diesel,Manual,1.2 S Manual,"₹3,79,599"
5788,2018 Maruti Swift,1st Owner,"25,571 km",Petrol,Automatic,COMFORTLINE PETROL Manual,"₹7,92,499"
5789,2018 Maruti IGNIS,2nd Owner,"8,543 km",Petrol,Manual,2.8 ZX AT 7 STR Automatic,"₹16,62,999"
5790,2014 Honda City,1st Owner,"1,46,906 km",Petrol,Manual,1.2 S Manual,"₹7,24,899"
5791,2019 MG HECTOR,1st Owner,"6,399 km",Petrol,Automatic,1.5 TREND TDCI Manual,"₹5,89,399"
5792,2013 Maruti Swift Dzire,1st Owner,"74,296 km",Diesel,Manual,1.6 SX PLUS VTVT Manual,"₹3,59,899"
5793,2016 Maruti Ciaz,1st Owner,"1,09,630 km",Diesel,Manual,1.2 i-VTEC VX MT Manual,"₹7,15,299"
5794,2017 Volkswagen Polo,1st Owner,"40,500 km",Petrol,Automatic,ZXI Manual,"₹8,65,499"
5795,2018 Maruti Swift,2nd Owner,"23,414 km",Petrol,Manual,1.5 TREND DIESEL Manual,"₹5,95,199"
5796,2014 Maruti Ritz,1st Owner,"1,21,608 km",Diesel,Manual,Varicor 400 XTA Automatic,"₹6,27,999"
5797,2017 Hyundai Elite i20,1st Owner,"25,111 km",Petrol,Manual,XZA+ 1.5 Manual,"₹5,36,699"
5798,2017 Maruti Baleno,1st Owner,"18,994 km",Petrol,Manual,XZA+ 1.5,"₹8,04,499"
5799,2016 Volkswagen Vento,1st Owner,"1,11,708 km",Diesel,Automatic,ZDI PLUS SHVS Manual,"₹9,29,399"
5800,2018 Volkswagen Polo,1st Owner,"20,448 km",Petrol,Automatic,VL AT Automatic,"₹7,72,899"
5801,2017 Skoda Superb,2nd Owner,"22,446 km",Petrol,Automatic,1.5 SX MT I DTEC Manual,"₹5,87,099"
5802,2018 Ford Ecosport,1st Owner,"29,959 km",Petrol,Automatic,ASTA 1.2 (O) Manual,"₹3,59,799"
5803,2012 Maruti Swift Dzire,1st Owner,"1,36,082 km",Diesel,Manual,XZ 1.2 REVOTRON Manual,"₹18,47,799"
5804,2017 Maruti Baleno,1st Owner,"56,956 km",Petrol,Manual,1.2 V MT Manual,"₹5,82,199"
5805,2015 Maruti Swift Dzire,2nd Owner,"15,052 km",Petrol,Manual,VXI 1.2L Manual,"₹5,81,799"
5806,2018 Ford Ecosport,1st Owner,"44,116 km",Diesel,Manual,ZETA SHVS Manual,"₹9,19,199"
5807,2018 Hyundai Creta,1st Owner,"69,711 km",Petrol,Automatic,ZETA AT SHVS Automatic,"₹5,82,299"
5808,2018 Hyundai Elite i20,1st Owner,"23,930 km",Petrol,Manual,1.5 SX MT I DTEC Manual,"₹12,13,499"
5809,2018 Maruti Baleno,1st Owner,"6,283 km",Petrol,Automatic,1.2 SMT I VTEC Manual,"₹11,23,499"
5810,2017 Volkswagen Vento,1st Owner,"95,513 km",Diesel,Automatic,1.5 TITANIUM PLUS TI VCT AT Automatic,"₹11,06,899"
5811,2015 Maruti Wagon R 1.0,1st Owner,"67,888 km",Petrol,Manual,DELTA 1.2 K12 Manual,"₹9,80,599"
5812,2018 Maruti Swift,2nd Owner,"3,345 km",Petrol,Manual,DELTA 1.2 K12 Manual,"₹6,11,599"
5813,2018 Ford Ecosport,2nd Owner,"17,005 km",Petrol,Manual,DELTA 1.2 K12 Manual,"₹8,33,699"
5814,2012 Maruti Swift Dzire,1st Owner,"59,496 km",Diesel,Manual,ZETA SHVS Manual,"₹8,14,799"
5815,2018 Maruti Wagon R 1.0,1st Owner,"67,022 km",Petrol,Automatic,1.2 S Manual,"₹5,22,699"
5816,2019 Hyundai Elite i20,1st Owner,"40,106 km",Diesel,Manual,ZDI Manual,"₹8,44,299"
5817,2016 Maruti Celerio,2nd Owner,"95,276 km",Petrol,Automatic,1.6 SX AT O Automatic,"₹8,87,599"
5818,2013 Maruti Swift Dzire,1st Owner,"87,964 km",Diesel,Manual,DELTA 1.2 K12 Manual,"₹8,70,299"
5819,2019 Ford Ecosport,1st Owner,"18,284 km",Petrol,Manual,SPORTZ 1.2 Manual,"₹6,39,699"
5820,2016 Maruti Celerio,2nd Owner,"34,999 km",Petrol,Automatic,VXI PLUS Manual,"₹6,34,699"
5821,2013 Maruti Ritz,1st Owner,"55,173 km",Petrol,Manual,1.5 i-DTEC VX MT Manual,"₹8,39,099"
5822,2017 Maruti Swift,1st Owner,"58,861 km",Diesel,Manual,ZETA SHVS Manual,"₹8,20,399"
5823,2018 Maruti Vitara Brezza,1st Owner,"65,640 km",Diesel,Manual,1.6 SX PLUS PETROL Manual,"₹5,82,299"
5824,2018 Maruti Vitara Brezza,1st Owner,"32,456 km",Diesel,Automatic,MAGNA 1.2 Manual,"₹5,53,199"
5825,2019 Ford Ecosport,1st Owner,"9,648 km",Petrol,Automatic,SIGMA 1.2 K12 Manual,"₹5,87,399"
5826,2017 Hyundai Grand i10,1st Owner,"46,375 km",Petrol,Manual,DELTA DDIS 190 Manual,"₹8,13,899"
5827,2016 Hyundai Grand i10,1st Owner,"86,068 km",Petrol,Manual,VX 1.2 Manual,"₹4,00,499"
5828,2017 Hyundai Grand i10,1st Owner,"25,833 km",Petrol,Manual,SX 1.0 GDI IMT Manual,"₹3,99,199"
5829,2015 Hyundai Grand i10,3rd Owner,"63,175 km",Petrol,Manual,ZETA SHVS Manual,"₹5,10,399"
5830,2018 Maruti Baleno,2nd Owner,"18,408 km",Petrol,Manual,ZETA SHVS Manual,"₹10,64,499"
5831,2018 Maruti Celerio,1st Owner,"40,424 km",Petrol + CNG,Manual,ASTA 1.2 (O) Manual,"₹4,16,799"
5832,2018 Renault Kwid,1st Owner,"8,054 km",Petrol,Automatic,ZETA DDIS 190 Manual,"₹6,04,799"
5833,2019 Maruti Baleno,1st Owner,"10,458 km",Petrol,Manual,S MT 1.2 KAPPA Manual,"₹3,31,099"
5834,2019 Renault Kwid,1st Owner,"8,651 km",Petrol,Automatic,1.2 i-VTEC VX MT Manual,"₹5,19,399"
5835,2017 Renault Kwid,3rd Owner,"10,475 km",Petrol,Automatic,ZDI Manual,"₹4,77,099"
5836,2019 Renault Kwid,1st Owner,"32,203 km",Petrol,Automatic,VX CVT i-VTEC,"₹17,78,199"
5837,2017 Hyundai Grand i10,1st Owner,"25,194 km",Petrol,Automatic,DELTA 1.2 K12 Manual,"₹18,42,999"
5838,2017 Hyundai Grand i10,1st Owner,"11,203 km",Petrol,Automatic,DELTA 1.2 K12 Manual,"₹7,47,299"
5839,2017 Hyundai Grand i10,1st Owner,"20,393 km",Petrol,Manual,ZDI SHVS HYBIRD Manual,"₹21,33,399"
5840,2018 Maruti Wagon R 1.0,2nd Owner,"31,281 km",Petrol,Automatic,SX(O) CRDi Manual,"₹3,69,599"
5841,2016 Hyundai Grand i10,2nd Owner,"33,565 km",Petrol,Manual,1.0L Turbo GDI SX(O) MT Manual,"₹11,56,299"
5842,2014 Maruti Alto 800,2nd Owner,"46,886 km",Petrol,Manual,ZETA 1.2 K12 AMT Automatic,"₹11,63,199"
5843,2015 Hyundai Grand i10,2nd Owner,"31,497 km",Petrol,Automatic,MAGNA 1.2 KAPPA VTVT Manual,"₹10,74,199"
5844,2016 Hyundai Grand i10,1st Owner,"27,787 km",Petrol,Manual,VXI AMT Automatic,"₹11,72,899"
5845,2016 Maruti Wagon R 1.0,1st Owner,"36,288 km",Petrol,Automatic,ASTA 1.2 (O) VTVT Manual,"₹6,67,999"
5846,2015 Tata Nano,1st Owner,"36,322 km",Petrol,Manual,DELTA 1.2 K12 Manual,"₹4,11,499"
5847,2014 Maruti Alto K10,1st Owner,"29,150 km",Petrol,Manual,SPORTZ 1.2 KAPPA VTVT Manual,"₹10,49,199"
5848,2018 Maruti Celerio,2nd Owner,"20,753 km",Petrol,Automatic,1.2 Trend+ Petrol Manual,"₹7,53,299"
5849,2016 Hyundai Grand i10,1st Owner,"31,884 km",Petrol,Manual,VDI SHVS Manual,"₹17,81,699"
5850,2015 Maruti Alto 800,1st Owner,"6,248 km",Petrol,Manual,VDI AMT Automatic,"₹10,95,099"
5851,2018 Renault Kwid,1st Owner,"12,257 km",Petrol,Automatic,1.6 CRDI SX PLUS AUTO Automatic,"₹6,92,999"
5852,2017 Maruti Alto K10,1st Owner,"57,753 km",Petrol,Manual,VXI Manual,"₹8,54,299"
5853,2014 Maruti Alto 800,2nd Owner,"33,959 km",Petrol,Manual,VXI AMT Automatic,"₹5,97,299"
5854,2015 Hyundai Grand i10,1st Owner,"22,961 km",Petrol,Manual,GTX 1.4 GDI AT PETROL Automatic,"₹3,66,699"
5855,2013 Maruti Swift,1st Owner,"35,212 km",Diesel,Manual,1.6 SX VTVT AT (O) Automatic,"₹5,32,599"
5856,2018 Maruti Alto K10,3rd Owner,"14,908 km",Petrol,Automatic,1.5 TITANIUM TI VCT Manual,"₹4,07,199"
5857,2015 Maruti Alto K10,1st Owner,"18,071 km",Petrol,Manual,1.5 TITANIUM TI VCT Manual,"₹7,33,999"
5858,2017 Maruti Alto 800,1st Owner,"3,985 km",Petrol,Manual,1.6 SX VTVT AT (O) Automatic,"₹9,19,299"
5859,2017 Maruti Alto 800,1st Owner,"33,925 km",Petrol,Manual,1.2 TITANIUM PETROL Manual,"₹7,87,699"
5860,2015 Tata Nano,1st Owner,"26,282 km",Petrol,Automatic,SPORTZ 1.1 Manual,"₹4,15,399"
5861,2012 Maruti Swift Dzire,2nd Owner,"37,446 km",Petrol,Manual,ALPHA 1.3 DDIS SHVS Manual,"₹3,84,699"
5862,2016 Renault Duster,1st Owner,"51,941 km",Diesel,Manual,1.6 SX (O) CRDI MT Manual,"₹4,30,199"
5863,2016 Hyundai Elite i20,1st Owner,"45,362 km",Petrol,Manual,1.0 AMBITION TSI MT Manual,"₹5,38,499"
5864,2013 Maruti Wagon R 1.0,1st Owner,"46,049 km",Petrol,Manual,LXI Manual,"₹7,54,099"
5865,2015 Maruti S Cross,1st Owner,"75,162 km",Diesel,Manual,SHARP DCT PETROL Automatic,"₹9,67,899"
5866,2017 Maruti Ciaz,1st Owner,"68,735 km",Diesel,Manual,XM 1.2 Manual,"₹4,53,899"
5867,2015 Maruti Wagon R 1.0,1st Owner,"48,198 km",Petrol,Manual,ZX CVT Automatic,"₹7,46,799"
5868,2014 Honda Amaze,1st Owner,"62,672 km",Diesel,Manual,SV MT PETROL Manual,"₹4,82,799"
5869,2016 Honda City,1st Owner,"25,569 km",Petrol,Manual,SV MT PETROL Manual,"₹8,91,799"
5870,2017 Maruti Vitara Brezza,1st Owner,"47,948 km",Diesel,Manual,1.2 SPORTS PLUS VTVT Manual,"₹3,33,599"
5871,2014 Honda City,1st Owner,"52,024 km",Petrol,Manual,GT TSI 1.2 PETROL AT Automatic,"₹5,10,999"
5872,2015 Volkswagen Polo,2nd Owner,"32,889 km",Petrol,Automatic,1.2 SPORTS PLUS VTVT Manual,"₹10,66,299"
5873,2018 Hyundai Verna,1st Owner,"26,161 km",Petrol,Manual,VXI Manual,"₹5,28,599"
5874,2014 Maruti Swift Dzire,1st Owner,"31,851 km",Petrol,Manual,SV MT PETROL Manual,"₹4,79,299"
5875,2015 Honda City,1st Owner,"50,169 km",Petrol,Manual,HIGHLINE TDI AT Automatic,"₹7,66,699"
5876,2015 Hyundai i20 Active,1st Owner,"77,032 km",Diesel,Manual,SPORTZ 1.2 Manual,"₹5,21,699"
5877,2016 Hyundai Creta,1st Owner,"48,182 km",Petrol,Manual,ZETA SHVS Manual,"₹3,54,499"
5878,2017 Honda WR-V,1st Owner,"1,00,164 km",Petrol,Manual,SPORTZ 1.2 Manual,"₹6,81,099"
5879,2018 Maruti Ertiga,1st Owner,"25,075 km",Diesel,Manual,1.5 TREND TI VCT Manual,"₹4,35,999"
5880,2015 Honda City,1st Owner,"61,578 km",Petrol,Manual,ZXI AMT Automatic,"₹4,53,699"
5881,2017 Maruti Alto 800,1st Owner,"54,305 km",Petrol,Manual,HIGHLINE1.5L DIESEL Manual,"₹4,25,499"
5882,2017 Jeep Compass,1st Owner,"27,904 km",Diesel,Manual,VXI Manual,"₹3,57,699"
5883,2018 Maruti Celerio,1st Owner,"29,458 km",Petrol,Manual,ZETA 1.2 K12 Manual,"₹4,86,099"
5884,2015 Honda City,1st Owner,"1,50,305 km",Petrol,Manual,DELTA 1.2 K12 Manual,"₹6,42,599"
5885,2016 Honda Jazz,1st Owner,"44,500 km",Petrol + CNG,Manual,VDI ABS Manual,"₹5,75,899"
5886,2019 Maruti Baleno,1st Owner,"18,002 km",Petrol,Manual,1.5 TITANIUM TI VCT Manual,"₹4,38,799"
5887,2019 Tata Tiago,2nd Owner,"17,808 km",Petrol,Manual,DELTA 1.2 K12 Manual,"₹3,57,299"
5888,2013 Hyundai i20,1st Owner,"44,304 km",Petrol,Manual,ASTA 1.2 Manual,"₹3,53,299"
5889,2014 Hyundai Grand i10,1st Owner,"52,072 km",Petrol,Manual,1.5 TITANIUM TI VCT AT Automatic,"₹4,79,999"
5890,2019 Jeep Compass,2nd Owner,"10,356 km",Diesel,Manual,VX (O) PETROL Manual,"₹4,70,099"
5891,2016 Hyundai Grand i10,1st Owner,"30,912 km",Petrol,Manual,1.6 VTVT SX AUTO Automatic,"₹6,66,999"
5892,2016 Hyundai Grand i10,2nd Owner,"11,819 km",Petrol,Automatic,DELTA 1.2 K12 Manual,"₹3,92,199"
5893,2015 Hyundai Grand i10,1st Owner,"33,678 km",Petrol,Manual,1.6 SX PLUS AUTO Automatic,"₹3,79,499"
5894,2012 Maruti SX4,1st Owner,"1,32,910 km",Diesel,Manual,ERA PLUS Manual,"₹5,85,799"
5895,2012 Maruti Wagon R 1.0,1st Owner,"88,649 km",Petrol + CNG,Manual,1.2 SPORTS PLUS VTVT Manual,"₹7,92,199"
5896,2012 Maruti Swift Dzire,1st Owner,"40,145 km",Diesel,Manual,VDI Manual,"₹6,47,699"
5897,2019 Renault Kwid,1st Owner,"4,629 km",Petrol,Automatic,V CVT Manual,"₹7,05,399"
5898,2016 Tata Tiago,1st Owner,"77,348 km",Petrol,Manual,VDI Manual,"₹6,27,599"
5899,2011 Maruti Alto,1st Owner,"49,063 km",Petrol,Manual,1.6 SX CRDI Manual,"₹5,26,799"
5900,2014 Honda Amaze,1st Owner,"85,593 km",Diesel,Manual,SPORTZ 1.1 Manual,"₹10,99,199"
5901,2017 Maruti Vitara Brezza,1st Owner,"38,464 km",Diesel,Manual,VDI Manual,"₹7,75,199"
5902,2018 Maruti Ciaz,1st Owner,"49,828 km",Petrol,Automatic,VDI Manual,"₹3,43,699"
5903,2015 Maruti Swift,1st Owner,"24,966 km",Petrol,Manual,ZXI Manual,"₹8,85,999"
5904,2019 Hyundai Verna,1st Owner,"11,728 km",Petrol,Manual,ALPHA 1.3 DDIS SHVS Manual,"₹7,78,199"
5905,2014 Volkswagen Polo,1st Owner,"57,558 km",Petrol,Manual,ZETA 1.2 K12 Manual,"₹3,72,599"
5906,2017 Hyundai Creta,1st Owner,"52,753 km",Diesel,Automatic,1.2 SX MT I VTEC Manual,"₹7,99,599"
5907,2018 Maruti S Cross,1st Owner,"37,002 km",Diesel,Manual,VXI 1.2 BS IV Manual,"₹8,91,799"
5908,2011 Hyundai i20,2nd Owner,"94,126 km",Petrol,Manual,DELTA 1.2 K12 Manual,"₹8,91,799"
5909,2017 Tata NEXON,1st Owner,"50,020 km",Diesel,Manual,1.0 RXT Manual,"₹3,45,199"
5910,2015 Jaguar XF,1st Owner,"46,968 km",Diesel,Automatic,ZETA 1.2 K12 Manual,"₹4,75,199"
5911,2015 BMW 3 Series,2nd Owner,"63,677 km",Diesel,Automatic,ASTA 1.2 (O) VTVT Manual,"₹6,31,999"
5912,2015 BMW 3 Series,1st Owner,"95,239 km",Diesel,Automatic,1.1 SPORTS AMT Automatic,"₹5,96,299"
5913,2018 Maruti Alto 800,1st Owner,"20,369 km",Petrol,Manual,VXI Manual,"₹3,07,099"
5914,2014 Ford Ecosport,1st Owner,"24,887 km",Petrol,Manual,DELTA 1.2 K12 AMT Automatic,"₹22,06,899"
5915,2015 Hyundai Creta,1st Owner,"99,645 km",Diesel,Manual,VXI Manual,"₹33,88,499"
5916,2017 Audi Q3,1st Owner,"23,739 km",Petrol,Automatic,GT TSI 1.2 PETROL AT Automatic,"₹9,97,599"
5917,2015 Hyundai Grand i10,1st Owner,"21,551 km",Petrol,Manual,1.2 S MT I VTEC Manual,"₹14,04,899"
5918,2014 Hyundai Verna,1st Owner,"89,996 km",Petrol,Manual,ZXI Manual,"₹6,91,199"
5919,2017 Maruti Ciaz,1st Owner,"19,891 km",Petrol,Manual,VXI Manual,"₹6,96,499"
5920,2018 Renault Duster,1st Owner,"56,807 km",Diesel,Automatic,VXI 1.2 BS IV Manual,"₹2,38,399"
5921,2015 Volkswagen Polo,2nd Owner,"48,247 km",Diesel,Manual,VDI Manual,"₹3,96,299"
5922,2016 Datsun Redi Go,1st Owner,"60,308 km",Petrol,Manual,VXI Manual,"₹3,01,499"
5923,2015 Renault Kwid,1st Owner,"18,914 km",Petrol,Manual,ZDI Manual,"₹3,39,399"
5924,2013 Hyundai Verna,2nd Owner,"44,618 km",Petrol,Manual,ZDI PLUS DUAL TONE Manual,"₹6,13,399"
5925,2017 Maruti Ciaz,1st Owner,"74,981 km",Diesel,Manual,1.2 V AT Automatic,"₹5,18,899"
5926,2013 Audi A4,1st Owner,"43,288 km",Diesel,Automatic,ZDI+ DUAL TONE AMT Automatic,"₹11,37,899"
5927,2017 Maruti Ertiga,2nd Owner,"51,954 km",Petrol + CNG,Manual,1.5 TITANIUM PLUS TI VCT AT Automatic,"₹5,46,099"
5928,2018 Maruti Swift,1st Owner,"65,055 km",Diesel,Automatic,ZDI Manual,"₹3,21,199"
5929,2013 Ford Ecosport,1st Owner,"52,149 km",Petrol,Manual,ASTA 1.2 KAPPA VTVT Manual,"₹4,92,099"
5930,2018 Maruti IGNIS,1st Owner,"19,526 km",Petrol,Manual,1.5 TITANIUM PLUS TI VCT AT Automatic,"₹5,58,399"
5931,2016 Hyundai Elite i20,2nd Owner,"88,342 km",Petrol,Manual,SPORTZ 1.2 AT KAPPA2 Automatic,"₹5,61,899"
5932,2017 Renault Kwid,1st Owner,"9,644 km",Petrol,Automatic,1.0 CLIMBER OPT AMT Automatic,"₹6,69,099"
5933,2020 Hyundai Creta,1st Owner,"37,882 km",Diesel,Automatic,MAGNA 1.2 KAPPA VTVT Manual,"₹4,44,699"
5934,2015 Honda Amaze,2nd Owner,"39,046 km",Petrol,Manual,VXI 1.2 BS IV Manual,"₹8,27,399"
5935,2020 Tata Tiago,1st Owner,"7,628 km",Petrol,Manual,ASTA 1.2 KAPPA VTVT Manual,"₹3,62,699"
5936,2018 Ford Ecosport,1st Owner,"44,329 km",Petrol,Automatic,ZXI OPT AMT Automatic,"₹11,77,899"
5937,2018 Ford Ecosport,1st Owner,"50,008 km",Diesel,Manual,SPORTZ 1.2 AT KAPPA2 Automatic,"₹7,93,199"
5938,2016 Hyundai Elite i20,2nd Owner,"56,445 km",Petrol,Manual,VXI Manual,"₹17,50,999"
5939,2018 Maruti Dzire,1st Owner,"64,285 km",Diesel,Manual,VXI Manual,"₹3,58,299"
5940,2017 Maruti Swift Dzire,2nd Owner,"62,638 km",Diesel,Automatic,ZDI + AMT Automatic,"₹3,07,799"
