,Brand,Owner,kilometers,Fuel,Transmission,Model,Price
5501,2018 Ford Figo Aspire,1st Owner,"47,965 km",Diesel,Manual,2.8 GX AT 8 STR Automatic,"₹3,63,699"
5502,2020 Hyundai VENUE,1st Owner,"17,977 km",Petrol,Manual,GT TSI 1.2 PETROL AT Automatic,"₹5,42,399"
5503,2018 Tata Tiago,1st Owner,"16,384 km",Petrol,Automatic,HIGHLINE 1.2 Manual,"₹3,03,799"
5504,2018 Hyundai Verna,1st Owner,"22,725 km",Petrol,Automatic,ZXI AMT Automatic,"₹3,07,799"
5505,2018 Maruti S Cross,1st Owner,"48,898 km",Diesel,Manual,1.5 TITANIUM AT PETROL Automatic,"₹4,86,499"
5506,2020 MG HECTOR,1st Owner,"8,681 km",Petrol,Automatic,ELEGANCE 2.0 TDI CR AT Automatic,"₹3,20,999"
5507,2017 Ford Ecosport,1st Owner,"30,321 km",Diesel,Manual,VX CVT Automatic,"₹3,68,099"
5508,2015 Honda City,2nd Owner,"64,636 km",Petrol,Manual,1.2 SX Manual,"₹3,26,099"
5509,2017 Volkswagen Polo,2nd Owner,"29,951 km",Petrol,Automatic,1.5 TREND TDCI Manual,"₹3,20,999"
5510,2019 Honda Amaze,1st Owner,"15,798 km",Petrol,Automatic,1.6 SX CRDI Manual,"₹3,70,199"
5511,2018 Honda City,1st Owner,"24,848 km",Petrol,Automatic,1.6 SX CRDI Manual,"₹3,56,699"
5512,2017 Ford Ecosport,1st Owner,"30,075 km",Petrol,Automatic,1.4 S PLUS CRDI Manual,"₹3,17,099"
5513,2018 Honda City,1st Owner,"31,698 km",Petrol,Automatic,VX CVT Automatic,"₹3,70,399"
5514,2019 Hyundai NEW SANTRO,2nd Owner,"13,877 km",Petrol,Automatic,XZ+ 1.5 Manual,"₹3,20,999"
5515,2017 Hyundai Elite i20,1st Owner,"63,212 km",Petrol,Manual,1.0 ECOBOOST TITANIUM Manual,"₹4,25,499"
5516,2016 Honda Brio,1st Owner,"89,204 km",Petrol,Manual,VDI SHVS Manual,"₹3,20,999"
5517,2018 Hyundai Creta,2nd Owner,"42,360 km",Diesel,Automatic,1.2 TREND Manual,"₹3,30,099"
5518,2019 Maruti Alto,1st Owner,"8,362 km",Petrol,Manual,1.6 SX PLUS AUTO PETROL Automatic,"₹4,02,799"
5519,2016 Ford Ecosport,1st Owner,"31,003 km",Diesel,Manual,ZDI PLUS DUAL TONE Manual,"₹3,30,999"
5520,2019 Ford Ecosport,1st Owner,"17,463 km",Petrol,Manual,1.5 TREND TDCI Manual,"₹3,86,599"
5521,2018 Ford Ecosport,1st Owner,"28,942 km",Petrol,,1.5TITANIUM TDCI Manual,"₹5,21,999"
5522,2018 Ford Ecosport,1st Owner,"13,327 km",Diesel,Manual,XZ 1.2 Manual,"₹8,26,899"
5523,2017 Hyundai Elite i20,1st Owner,"6,757 km",Petrol,Manual,ZETA SHVS Manual,"₹4,25,799"
5524,2017 Hyundai Elite i20,1st Owner,"14,702 km",Petrol,Manual,VXI 1.0 Manual,"₹6,25,999"
5525,2017 Maruti Baleno,1st Owner,"69,276 km",Petrol,Manual,ZDI PLUS SHVS Manual,"₹3,96,399"
5526,2017 Hyundai Verna,1st Owner,"76,527 km",Diesel,Manual,VXI 1.2L Manual,"₹5,77,799"
5527,2018 Ford Ecosport,1st Owner,"40,399 km",Petrol,Automatic,MAGNA 1.2 Manual,"₹4,43,499"
5528,2018 Ford Ecosport,1st Owner,"40,157 km",Diesel,Manual,HIGHLINE 1.2 TSI AT Automatic,"₹4,91,599"
5529,2014 Maruti Swift,2nd Owner,"56,520 km",Petrol,Manual,ALPHA SHVS MT Manual,"₹5,06,999"
5530,2015 Maruti Swift Dzire,1st Owner,"25,307 km",Petrol,Manual,Varicor 400 XTA Automatic,"₹6,60,899"
5531,2017 Maruti Baleno,1st Owner,"16,578 km",Petrol,Manual,ALPHA DDIS 190 Manual,"₹9,12,799"
5532,2016 Maruti Swift Dzire,1st Owner,"37,551 km",Diesel,Manual,3.0 AT 4X2 Automatic,"₹9,10,499"
5533,2017 Maruti Baleno,2nd Owner,"12,840 km",Petrol,Manual,DELTA 1.2 K12 AT Automatic,"₹8,56,099"
5534,2013 Hyundai i20,1st Owner,"91,769 km",Petrol,Manual,ASTA 1.4 CRDI Manual,"₹14,35,599"
5535,2018 Maruti Baleno,1st Owner,"26,292 km",Petrol,Manual,ZDI PLUS SHVS Manual,"₹8,04,899"
5536,2019 Maruti Swift,1st Owner,"17,362 km",Petrol,Manual,1.6 SX (O) CRDI MT Manual,"₹3,39,999"
5537,2012 Maruti Swift Dzire,1st Owner,"43,795 km",Diesel,Manual,1.0 RXZ Manual,"₹4,26,499"
5538,2015 Maruti Swift,2nd Owner,"28,123 km",Petrol,Manual,1.0 TURBO GDI SX+ AT Automatic,"₹9,21,799"
5539,2020 Maruti Vitara Brezza,1st Owner,"13,111 km",Petrol,Manual,HYBRID Manual,"₹6,40,399"
5540,2019 Maruti Vitara Brezza,1st Owner,"21,250 km",Diesel,Manual,1.6 CRDI SX PLUS AUTO Automatic,"₹9,69,499"
5541,2019 Maruti Dzire,1st Owner,"3,202 km",Petrol,Automatic,VXI Manual,"₹3,69,599"
5542,2014 Maruti Swift Dzire,1st Owner,"40,738 km",Petrol,Manual,VDI SHVS Manual,"₹7,88,099"
5543,2019 Maruti Vitara Brezza,1st Owner,"5,899 km",Diesel,Manual,1.0 TURBO GDI SX+ AT Automatic,"₹4,93,499"
5544,2014 Maruti Swift,1st Owner,"1,43,871 km",Diesel,Manual,VX 1.2 Manual,"₹4,41,699"
5545,2018 Maruti Baleno,1st Owner,"23,243 km",Petrol,Manual,VXI Manual,"₹9,62,699"
5546,2019 Maruti Vitara Brezza,1st Owner,"57,661 km",Diesel,Manual,DELTA 1.2 K12 Manual,"₹4,12,399"
5547,2014 Maruti Swift Dzire,1st Owner,"40,454 km",Petrol,Manual,1.5 TITANIUM TI VCT AT Automatic,"₹2,67,599"
5548,2015 Hyundai Grand i10,1st Owner,"25,797 km",Petrol,Automatic,320D SPORTLINE Automatic,"₹4,34,199"
5549,2015 Maruti Wagon R 1.0,2nd Owner,"36,234 km",Petrol,Manual,ASTA 1.2 (O) VTVT Manual,"₹7,29,599"
5550,2015 Hyundai Grand i10,1st Owner,"42,642 km",Petrol,Manual,2.0 LIMITED Manual,"₹6,15,699"
5551,2019 Maruti IGNIS,1st Owner,"12,245 km",Petrol,Automatic,ASTA 1.2 VTVT Manual,"₹2,46,699"
5552,2017 Maruti Wagon R 1.0,3rd Owner,"11,175 km",Petrol,Manual,GT TSI 1.2 PETROL AT Automatic,"₹4,05,499"
5553,2017 Maruti Alto K10,1st Owner,"23,363 km",Petrol,Manual,1.6 SX VTVT AT (O) Automatic,"₹3,78,599"
5554,2016 Maruti Alto 800,1st Owner,"32,492 km",Petrol,Manual,LXI Manual,"₹7,06,799"
5555,2015 Maruti Alto K10,1st Owner,"25,490 km",Petrol,Manual,DELTA 1.2 K12 Manual,"₹6,66,999"
5556,2016 Maruti Alto K10,1st Owner,"2,121 km",Petrol,Manual,HIGHLINE1.2L PETROL Manual,"₹11,93,899"
5557,2018 Maruti Alto K10,1st Owner,"19,746 km",Petrol,Automatic,HIGHLINE PLUS 1.2L PETROL Manual,"₹6,64,499"
5558,2014 Nissan Terrano,1st Owner,"24,865 km",Diesel,Manual,SV MT DIESEL Manual,"₹6,25,399"
5559,2019 Maruti Alto K10,1st Owner,"9,310 km",Petrol,Manual,XL CVT (PETROL) Automatic,"₹5,49,499"
5560,2013 Maruti Swift,1st Owner,"45,012 km",Petrol,Manual,DELTA 1.2 K12 Manual,"₹5,56,499"
5561,2015 Maruti Ciaz,1st Owner,"40,767 km",Petrol,Manual,XL CVT (PETROL) Automatic,"₹5,72,599"
5562,2017 Maruti Dzire,1st Owner,"57,854 km",Petrol,Automatic,ZETA 1.2 K12 AMT Automatic,"₹2,73,999"
5563,2017 Ford Figo Aspire,2nd Owner,"17,259 km",Petrol,Manual,1.5 TITANIUM TI VCT AT Automatic,"₹9,98,599"
5564,2016 Maruti Wagon R 1.0,1st Owner,"28,344 km",Petrol + CNG,Manual,XZA 1.2 REVOTRON Automatic,"₹7,99,399"
5565,2017 Toyota Innova Crysta,1st Owner,"42,637 km",Petrol,Manual,XZ 1.2 REVOTRON Manual,"₹8,60,999"
5566,2018 Tata Hexa,1st Owner,"44,942 km",Diesel,Automatic,VDI Manual,"₹2,31,699"
5567,2018 Maruti Swift,1st Owner,"9,699 km",Petrol,Manual,1.2 SPORTS PLUS VTVT Manual,"₹5,97,499"
5568,2019 Hyundai Elite i20,1st Owner,192 km,Petrol,Manual,DELTA 1.2 K12 Manual,"₹5,58,499"
5569,2017 Maruti Swift,1st Owner,"20,123 km",Petrol,Manual,XMA 1.5 Manual,"₹5,64,799"
5570,2018 Hyundai Creta,1st Owner,"59,465 km",Diesel,Manual,VXI AMT Automatic,"₹4,81,699"
5571,2019 Hyundai Elite i20,1st Owner,"29,775 km",Petrol,Manual,DELTA 1.2 K12 Manual,"₹2,38,999"
5572,2020 Maruti Dzire,1st Owner,"3,000 km",Petrol,Automatic,S MT PETROL Manual,"₹4,10,099"
5573,2012 Honda Jazz,2nd Owner,"52,438 km",Petrol,Manual,SHARP DCT PETROL Automatic,"₹4,77,999"
5574,2014 Hyundai Grand i10,1st Owner,"14,086 km",Petrol,Manual,VDI BS IV Manual,"₹3,01,499"
5575,2014 Hyundai Grand i10,1st Owner,"56,160 km",Petrol,Manual,VDI+ SHVS Manual,"₹2,05,999"
5576,2019 Renault Kwid,1st Owner,"7,547 km",Petrol,Automatic,GT TSI 1.2 PETROL AT Automatic,"₹2,33,299"
5577,2015 Hyundai i10,1st Owner,"24,535 km",Petrol,Manual,LXI Manual,"₹6,09,399"
5578,2013 Maruti Ertiga,1st Owner,"1,47,071 km",Petrol + CNG,Manual,VDI Manual,"₹3,51,399"
5579,2018 Tata NEXON,1st Owner,"16,257 km",Petrol,Automatic,ASTA 1.2 Manual,"₹5,39,299"
5580,2016 Maruti Ciaz,2nd Owner,"1,43,867 km",Diesel,Manual,DELTA 1.2 K12 Manual,"₹3,98,199"
5581,2017 Honda WR-V,3rd Owner,"25,508 km",Petrol,Manual,HIGHLINE TDI AT Automatic,"₹3,49,699"
5582,2016 Maruti Alto 800,1st Owner,"48,047 km",Petrol,Manual,GT TSI 1.2 PETROL AT Automatic,"₹9,39,199"
5583,2011 Volkswagen Polo,1st Owner,"1,58,143 km",Petrol,Manual,1.8 TSI LK AT Automatic,"₹5,45,099"
5584,2018 Tata NEXON,1st Owner,"31,452 km",Petrol,Manual,1.5 TITANIUM PLUS TI VCT AT Automatic,"₹4,74,899"
5585,2020 MG HECTOR,1st Owner,"4,454 km",Petrol,Automatic,VDI BS IV Manual,"₹7,25,099"
5586,2015 Maruti Ciaz,1st Owner,"79,783 km",Petrol,Automatic,DELTA 1.2 K12 Manual,"₹9,19,499"
5587,2011 BMW 5 Series,2nd Owner,"39,176 km",Diesel,Automatic,VXI 1.2 BS IV Manual,"₹9,26,999"
5588,2009 Toyota Corolla Altis,1st Owner,"53,743 km",Petrol,Automatic,1.5TITANIUM TDCI Manual,"₹5,44,399"
5589,2017 Datsun Redi Go,1st Owner,"10,448 km",Petrol,Manual,1.6 VTVT SX AUTO Automatic,"₹2,76,899"
5590,2017 Mahindra TUV300,2nd Owner,"57,820 km",Diesel,Manual,ASTA 1.2 Manual,"₹6,31,099"
5591,2021 Maruti XL6,1st Owner,"9,153 km",Petrol,Automatic,ZETA 1.2 K12 AMT Automatic,"₹4,38,699"
5592,2018 Honda City,2nd Owner,"14,851 km",Petrol,Manual,HIGHLINE TDI AT Automatic,"₹5,34,799"
5593,2018 Maruti Ciaz,1st Owner,"14,122 km",Petrol,Manual,VXI Manual,"₹3,01,799"
5594,2019 Hyundai Creta,1st Owner,"21,909 km",Petrol,Automatic,VXI Manual,"₹3,22,099"
5595,2016 Honda Jazz,2nd Owner,"11,396 km",Petrol,Manual,1.0 ECOBOOST TITANIUM SPORTS(SUNROOF) Manual,"₹4,09,599"
5596,2014 Hyundai i20,2nd Owner,"42,953 km",Petrol,Automatic,VDI BS IV Manual,"₹3,32,299"
5597,2019 Maruti Baleno,1st Owner,"4,333 km",Petrol,Manual,VXI AMT Automatic,"₹3,09,899"
5598,2020 Maruti S PRESSO,1st Owner,"6,200 km",Petrol,Automatic,1.4 SPORTS PLUS CRDI Manual,"₹5,29,899"
5599,2017 Honda City,1st Owner,"1,36,240 km",Diesel,,ZXI OPT AMT Automatic,"₹9,20,899"
5600,2013 Toyota Innova,2nd Owner,"80,739 km",Diesel,Manual,VDI BS IV Manual,"₹7,27,799"
5601,2012 Maruti Swift Dzire,2nd Owner,"92,029 km",Diesel,Manual,1.5 TITANIUM TI VCT Manual,"₹3,23,199"
5602,2017 Mahindra TUV300,1st Owner,"38,289 km",Diesel,Manual,VXI AMT Automatic,"₹6,89,299"
5603,2017 Maruti Dzire,1st Owner,"19,822 km",Petrol,Automatic,VXI BS IV Manual,"₹7,28,899"
5604,2018 Maruti Dzire,2nd Owner,"19,340 km",Petrol,Manual,VDI Manual,"₹6,83,299"
5605,2014 Hyundai Elite i20,1st Owner,"98,976 km",Petrol,Manual,ZDI PLUS Manual,"₹5,26,899"
5606,2016 Hyundai i20 Active,1st Owner,"57,004 km",Petrol,Manual,ZDI+ DUAL TONE AMT Automatic,"₹17,45,299"
5607,2015 Hyundai i20 Active,1st Owner,"6,990 km",Petrol,Manual,1.5 TITANIUM PLUS TI VCT AT Automatic,"₹4,95,299"
5608,2013 Honda Amaze,2nd Owner,"39,054 km",Diesel,Manual,SPORTZ 1.2 KAPPA VTVT Manual,"₹6,67,299"
5609,2016 Hyundai Elite i20,2nd Owner,"67,589 km",Petrol,Manual,ASTA 1.2 (O) VTVT Manual,"₹8,14,899"
5610,2015 Hyundai Creta,1st Owner,"1,10,584 km",Diesel,Manual,SPORTZ O 1.2 Manual,"₹5,21,699"
5611,2015 Ford Figo Aspire,1st Owner,"59,038 km",Diesel,Manual,ASTA 1.2 KAPPA VTVT Manual,"₹5,21,299"
5612,2016 Hyundai Elite i20,1st Owner,"65,640 km",Petrol,Manual,DELTA 1.2 K12 Manual,"₹7,57,499"
5613,2017 Honda WR-V,1st Owner,"14,681 km",Petrol,Manual,VXI CNG Manual,"₹5,48,799"
5614,2016 Tata Tiago,1st Owner,"28,615 km",Petrol,Manual,RXT 1.0 EASY-R AT OPTION Automatic,"₹7,75,699"
5615,2019 Maruti New Wagon-R,1st Owner,"21,628 km",Petrol + CNG,Manual,ZETA 1.2 K12 Manual,"₹7,45,199"
5616,2018 Mahindra Scorpio,1st Owner,"65,738 km",Diesel,Manual,RXT 1.0 EASY-R AT OPTION Automatic,"₹6,55,199"
5617,2017 Maruti S Cross,1st Owner,"43,867 km",Diesel,Manual,CLIMBER 1.0 AT Automatic,"₹11,08,899"
5618,2014 Hyundai Elite i20,1st Owner,"45,800 km",Petrol,Manual,RXT 1.0 EASY-R AT OPTION Automatic,"₹6,58,499"
5619,2016 Maruti Baleno,1st Owner,"42,062 km",Petrol,Automatic,SPORTZ (O) 1.2 AT VTVT Automatic,"₹6,06,799"
5620,2017 Maruti Dzire,1st Owner,"49,534 km",Diesel,Manual,SPORTZ (O) 1.2 AT VTVT Automatic,"₹8,61,899"
5621,2018 Maruti Dzire,2nd Owner,"29,533 km",Petrol,Automatic,MAGNA 1.2 KAPPA VTVT Manual,"₹6,49,099"
5622,2015 Maruti Baleno,1st Owner,"61,210 km",Petrol,Manual,VXI AMT Automatic,"₹5,88,399"
5623,2018 Honda WR-V,1st Owner,"65,894 km",Diesel,Manual,SPORTZ 1.2 KAPPA VTVT Manual,"₹6,16,699"
5624,2017 Maruti IGNIS,1st Owner,"28,871 km",Petrol,Automatic,LXI Manual,"₹6,68,999"
5625,2018 Maruti Dzire,1st Owner,"51,484 km",Diesel,Manual,ASTA AT 1.2 KAPPA VTVT Automatic,"₹6,99,199"
5626,2019 Hyundai VENUE,1st Owner,"7,776 km",Petrol,Manual,SPORTZ 1.2 KAPPA VTVT Manual,"₹7,09,199"
5627,2019 Hyundai VENUE,1st Owner,"95,765 km",Diesel,Manual,VXI AMT Automatic,"₹7,07,899"
5628,2017 Maruti IGNIS,1st Owner,"20,947 km",Petrol,Manual,XT TWIST Manual,"₹11,46,899"
5629,2017 Maruti IGNIS,1st Owner,"24,904 km",Petrol,Manual,LXI Manual,"₹7,13,999"
5630,2017 Maruti IGNIS,1st Owner,"36,078 km",Petrol,Manual,VXI AMT Automatic,"₹7,13,999"
5631,2020 Renault Duster,1st Owner,"16,887 km",Petrol,Manual,SPORTS 1.2 VTVT Manual,"₹7,32,699"
5632,2016 Hyundai Elite i20,1st Owner,"44,467 km",Petrol,Manual,LXI Manual,"₹8,44,799"
5633,2015 Maruti Celerio,1st Owner,"17,993 km",Petrol,Automatic,RXT 1.0 EASY-R AT OPTION Automatic,"₹9,99,399"
5634,2018 Toyota Innova Crysta,1st Owner,"43,187 km",Diesel,Manual,VXI Manual,"₹3,86,499"
5635,2018 Hyundai Verna,1st Owner,"22,533 km",Petrol,Automatic,LXI Manual,"₹8,14,999"
5636,2018 Hyundai Verna,1st Owner,"29,110 km",Petrol,Automatic,SPORTZ 1.2 KAPPA VTVT Manual,"₹5,33,299"
5637,2012 Toyota Innova,2nd Owner,"1,13,429 km",Diesel,Manual,VDI Manual,"₹5,66,299"
5638,2017 Honda City,2nd Owner,"24,280 km",Petrol,Automatic,VXI (O) AMT Automatic,"₹7,08,999"
5639,2018 Hyundai Verna,1st Owner,"44,927 km",Diesel,Automatic,VXI Manual,"₹8,95,899"
5640,2018 Maruti Ertiga,1st Owner,"52,554 km",Diesel,Manual,LXI Manual,"₹5,60,199"
5641,2017 Ford Ecosport,2nd Owner,"13,768 km",Petrol,Automatic,VXI Manual,"₹11,87,099"
5642,2019 MG HECTOR,2nd Owner,"13,457 km",Petrol,Automatic,TWIST XTA Automatic,"₹5,80,399"
5643,2017 Ford Ecosport,1st Owner,"41,382 km",Petrol,Automatic,VXI 1.2 BS IV Manual,"₹6,94,699"
5644,2017 Hyundai Elite i20,1st Owner,"21,982 km",Petrol,Manual,RXL 85PS EXPLORE Manual,"₹7,79,899"
5645,2018 Ford Ecosport,1st Owner,"12,961 km",Petrol,Automatic,ASTA 1.2 Manual,"₹15,64,199"
5646,2017 Hyundai Elite i20,1st Owner,"12,644 km",Petrol,Manual,LXI Manual,"₹10,37,599"
5647,2021 Maruti IGNIS,1st Owner,543 km,Petrol,Manual,DELTA 1.6 Manual,"₹11,22,099"
5648,2016 Maruti Swift,1st Owner,"30,000 km",Petrol,Manual,ZETA 1.3 DDIS SHVS Manual,"₹9,27,799"
5649,2018 Ford Ecosport,1st Owner,"14,797 km",Diesel,Manual,VXI Manual,"₹3,71,599"
5650,2019 Hyundai Verna,1st Owner,"24,730 km",Petrol,Automatic,1.5 SX MT I DTEC Manual,"₹3,18,299"
5651,2018 Skoda Octavia,1st Owner,"7,762 km",Petrol,Automatic,V MT PETROL Manual,"₹6,35,199"
5652,2018 Volkswagen Polo,1st Owner,"26,124 km",Petrol,Automatic,ZDI Manual,"₹18,58,399"
5653,2019 Hyundai Elite i20,1st Owner,"19,838 km",Petrol,Automatic,1.5 E MT PETROL Manual,"₹7,96,399"
5654,2012 Maruti Swift Dzire,1st Owner,"53,886 km",Diesel,Manual,GT TSI 1.2 PETROL AT Automatic,"₹17,07,299"
5655,2019 Hyundai Elite i20,1st Owner,"1,026 km",Petrol,Automatic,1.6 SX VTVT Manual,"₹17,62,299"
5656,2013 Maruti Swift Dzire,1st Owner,"27,784 km",Petrol,Manual,ZXI 1.2 BS IV Manual,"₹5,03,799"
5657,2019 Maruti Vitara Brezza,1st Owner,"24,446 km",Diesel,Manual,VX MT PETROL Manual,"₹5,83,499"
5658,2021 Maruti Vitara Brezza,1st Owner,"2,184 km",Petrol,Manual,1.4 SX Manual,"₹11,52,299"
5659,2019 Maruti Vitara Brezza,2nd Owner,"14,616 km",Diesel,Automatic,1.6 E + VTVT Manual,"₹4,19,799"
5660,2016 Maruti Celerio,1st Owner,"39,771 km",Petrol,Manual,1.2 i-VTEC VX MT Manual,"₹15,80,399"
5661,2020 Maruti Vitara Brezza,1st Owner,"4,807 km",Petrol,Manual,VDI SHVS LIMITED EDITION Manual,"₹12,57,199"
5662,2014 Maruti Swift,2nd Owner,"22,424 km",Petrol,Manual,VX (O) PETROL Manual,"₹5,83,299"
5663,2017 Maruti Wagon R 1.0,3rd Owner,"17,922 km",Petrol,Automatic,LXI OPT Manual,"₹9,15,199"
5664,2018 Maruti Baleno,1st Owner,"8,909 km",Petrol,Manual,2.0 LONGITUDE (O) Manual,"₹6,07,899"
5665,2019 Maruti Vitara Brezza,1st Owner,"67,109 km",Diesel,Automatic,VXI Manual,"₹11,80,499"
5666,2018 Maruti Vitara Brezza,1st Owner,"19,139 km",Diesel,Manual,V MT PETROL Manual,"₹16,70,899"
5667,2017 Maruti Alto K10,1st Owner,"55,116 km",Petrol,Manual,VX 1.2 Manual,"₹9,30,499"
5668,2015 Hyundai Grand i10,1st Owner,"11,523 km",Petrol,Manual,ZETA 1.2 K12 Manual,"₹19,12,999"
5669,2013 Maruti Wagon R 1.0,1st Owner,"39,904 km",Petrol,Manual,XZ+ 1.2 Revotron Manual,"₹7,88,999"
5670,2016 Hyundai Grand i10,1st Owner,"14,520 km",Petrol,Manual,ASTA 1.2 Manual,"₹6,27,299"
5671,2019 Hyundai Grand i10,1st Owner,"10,153 km",Petrol,Manual,MAGNA 1.2 KAPPA VTVT Manual,"₹4,72,899"
5672,2017 Maruti Alto 800,1st Owner,"20,379 km",Petrol,Manual,2.0 SPORT Manual,"₹5,53,699"
5673,2016 Maruti Celerio,1st Owner,"32,156 km",Petrol,Automatic,SPORTS 1.2 VTVT Manual,"₹7,94,699"
5674,2017 Hyundai Grand i10,1st Owner,"7,259 km",Petrol,Manual,1.2 ASTA (O) AT Automatic,"₹8,30,399"
5675,2018 Hyundai Grand i10,1st Owner,"9,464 km",Petrol,Automatic,MAGNA 1.2 KAPPA VTVT Manual,"₹6,27,799"
5676,2013 Maruti Wagon R 1.0,1st Owner,"21,502 km",Petrol,Manual,ZDI Manual,"₹9,67,799"
5677,2019 Maruti Alto K10,1st Owner,"14,939 km",Petrol,Manual,LXI CNG Manual,"₹14,02,899"
5678,2018 Maruti Alto 800,1st Owner,"10,430 km",Petrol,Manual,VDI BS IV Manual,"₹4,05,399"
5679,2017 Honda BR-V,1st Owner,"37,543 km",Petrol,Manual,RXT 1.0 EASY-R AT OPTION Automatic,"₹6,60,999"
5680,2014 Maruti Wagon R 1.0,1st Owner,"32,266 km",Petrol,Manual,XZ 1.2 REVOTRON Manual,"₹15,16,199"
5681,2017 Maruti Ertiga,1st Owner,"62,533 km",Diesel,Manual,LXI Manual,"₹5,21,899"
5682,2018 Maruti Dzire,1st Owner,"6,778 km",Petrol,Manual,1.5 EMT I DTEC Manual,"₹10,67,899"
5683,2017 Maruti Alto 800,1st Owner,"5,707 km",Petrol,Manual,VDI OPT Manual,"₹14,48,099"
5684,2018 Hyundai Creta,1st Owner,"50,399 km",Petrol,Automatic,ALPHA 1.5 AT VTVT SHVS Automatic,"₹6,24,199"
5685,2017 Renault Kwid,1st Owner,"57,002 km",Petrol,Manual,VXI Manual,"₹10,67,099"
5686,2019 Maruti Dzire,1st Owner,"14,755 km",Petrol,Manual,1.6 SX VTVT Manual,"₹6,37,199"
5687,2019 Maruti Vitara Brezza,1st Owner,"29,248 km",Diesel,Manual,HIGHLINE1.2L PETROL Manual,"₹5,07,199"
5688,2019 Hyundai Grand i10,1st Owner,"25,988 km",Petrol,Manual,1.6 CRDI SX PLUS AUTO Automatic,"₹11,97,399"
5689,2014 Hyundai i10,1st Owner,"13,068 km",Petrol,Manual,SIGMA SHVS Manual,"₹5,81,999"
5690,2010 Maruti A Star,1st Owner,"53,490 km",Petrol + CNG,Manual,SPORTZ 1.2 O Manual,"₹5,02,999"
5691,2015 Mahindra XUV500,1st Owner,"42,214 km",Diesel,Manual,XZ+ 1.5 Manual,"₹4,29,899"
5692,2014 Maruti Ertiga,1st Owner,"23,618 km",Petrol,Manual,2.2 DIESEL Automatic,"₹11,10,899"
5693,2020 Renault TRIBER,1st Owner,"3,971 km",Petrol,Manual,320D LUXURYLINE Automatic,"₹4,50,899"
5694,2017 Maruti Ertiga,1st Owner,"15,427 km",Diesel,Manual,320D LUXURYLINE Automatic,"₹6,60,499"
5695,2018 Maruti IGNIS,1st Owner,"2,377 km",Petrol,Automatic,VXI Manual,"₹5,31,099"
5696,2015 Ford Ecosport,1st Owner,"95,843 km",Petrol,Automatic,1.5 TREND TI VCT Manual,"₹3,81,299"
5697,2015 Maruti Alto K10,1st Owner,"6,742 km",Petrol,Manual,1.6 SX (O) CRDI Manual,"₹6,51,999"
5698,2016 Hyundai Creta,1st Owner,"24,915 km",Petrol,Manual,30 TFSI Premium Automatic,"₹3,67,999"
5699,2017 Hyundai Verna,1st Owner,"32,920 km",Petrol,Manual,SPORTZ 1.2 KAPPA VTVT Manual,"₹7,57,299"
5700,2016 Maruti Wagon R 1.0,1st Owner,"62,942 km",Petrol + CNG,Manual,FLUIDIC 1.6 SX VTVT Manual,"₹4,72,699"
5701,2021 Hyundai VENUE,1st Owner,"11,197 km",Petrol,Manual,VXI PLUS Manual,"₹6,22,299"
5702,2010 Maruti Alto K10,3rd Owner,"44,407 km",Petrol,Manual,RXZ AMT 110 PS Automatic,"₹15,01,299"
5703,2014 Nissan Terrano,1st Owner,"94,590 km",Diesel,Manual,HIGHLINE1.5L DIESEL Manual,"₹3,33,799"
5704,2011 Toyota Innova,3rd Owner,"1,21,805 km",Diesel,Manual,T (O) Manual,"₹4,82,199"
5705,2016 Renault Kwid,1st Owner,"54,366 km",Petrol,Manual,RXE Manual,"₹4,48,399"
5706,2016 Hyundai Elite i20,1st Owner,"45,565 km",Diesel,Manual,FLUIDIC 1.6 EX VTVT Manual,"₹5,78,499"
5707,2016 Volkswagen Ameo,2nd Owner,"39,132 km",Petrol,Manual,ALPHA 1.3 DDIS SHVS Manual,"₹6,02,699"
5708,2015 Maruti Ciaz,2nd Owner,"72,544 km",Petrol,Manual,2.0 TDI S LINE Automatic,"₹5,31,099"
5709,2017 Maruti Dzire,2nd Owner,"38,118 km",Diesel,Automatic,VXI CNG Manual,"₹9,01,499"
5710,2018 Maruti Ciaz,1st Owner,"28,121 km",Diesel,Manual,VDI AMT Automatic,"₹4,02,299"
5711,2016 Maruti Vitara Brezza,1st Owner,"97,103 km",Diesel,Manual,1.5 TITANIUM TI VCT Manual,"₹8,91,799"
5712,2014 BMW 3 Series,3rd Owner,"75,353 km",Diesel,Automatic,ZETA 1.2 K12 Manual,"₹7,98,799"
5713,2017 Maruti Baleno,1st Owner,"53,917 km",Petrol,Manual,MAGNA 1.2 Manual,"₹5,70,999"
5714,2016 Maruti Swift,1st Owner,"39,706 km",Diesel,Manual,CLIMBER 1.0 AT Automatic,"₹5,31,099"
5715,2016 Maruti Vitara Brezza,1st Owner,"59,284 km",Diesel,Manual,SX (O) DIESEL AT Automatic,"₹5,31,099"
5716,2013 Ford Ecosport,1st Owner,"39,015 km",Diesel,Manual,1.2 VXMT I VTEC Manual,"₹9,53,899"
5717,2016 Maruti Vitara Brezza,1st Owner,"51,775 km",Diesel,Manual,XZ+ 1.2 Revotron Manual,"₹4,53,599"
5718,2020 KIA SELTOS,1st Owner,"3,298 km",Diesel,Manual,1.5 TITANIUM PLUS TI VCT AT Automatic,"₹7,23,199"
